nome,cpf,conta,saldo
Emanuella Nogueira,063.125.479-06,101825,27635.9
Maria Luiza Campos,382.410.956-51,101826,17624.56
Vicente das Neves,194.257.380-41,101827,27699.9
Vitor Hugo Viana,160.432.798-78,101828,35084.88
Kaique Mendes,783.540.216-53,101829,45066.2
Miguel Costa,547.263.109-25,101830,32054.76
Mariana Araújo,427.513.960-70,101831,17584.9
Mariane da Paz,108.324.657-71,101832,24720.57
Daniel da Cruz,276.139.480-13,101833,38202.32
Heloísa Vieira,804.159.762-94,101834,45810.74
Davi Novaes,168.792.305-12,101835,31520.25
Fernando Ramos,781.046.259-85,101836,16192.39
Vicente Martins,967.504.328-83,101837,26529.39
Rafaela Campos,758.619.234-00,101838,40362.65
Heitor Ferreira,127.045.638-53,101839,3285.43
Isadora Carvalho,269.540.718-11,101840,2536.11
Maria Julia Cavalcanti,016.254.378-62,101841,41064.14
Mirella Moreira,850.623.914-15,101842,47077.25
Helena Santos,148.905.637-84,101843,32945.6
Isaac Correia,840.693.527-83,101844,3039.27
Marcelo Cavalcanti,567.831.042-90,101845,2968.02
Caroline Porto,168.297.054-01,101846,40420.0
Vitória Moreira,498.135.067-84,101847,35763.73
Clarice Costela,527.103.986-21,101848,12149.95
Rebeca Pires,720.813.594-05,101849,31479.46
Julia Peixoto,602.951.874-76,101850,40095.65
Pietra Nogueira,138.526.409-89,101851,37348.64
Mirella Ramos,658.470.291-01,101852,39337.25
Davi Lucas Novaes,560.793.841-75,101853,30430.75
Brenda Lopes,564.132.097-80,101854,34983.34
Alana Costela,062.849.357-65,101855,6882.19
Luiz Felipe Peixoto,218.764.935-00,101856,11891.98
Ana Luiza Almeida,420.389.517-05,101857,24434.48
João Miguel Fogaça,421.783.095-50,101858,2602.27
Sophie Silveira,702.693.514-34,101859,43019.12
Luiz Otávio da Rocha,047.318.956-93,101860,20983.88
João Miguel Costela,134.629.875-00,101861,2045.18
Lavínia da Rocha,481.903.726-96,101862,13967.39
Sra. Milena Lopes,835.126.940-98,101863,1965.87
Benício Melo,368.920.157-86,101864,43549.4
Caroline Lima,073.294.568-29,101865,40341.8
Henrique Pires,825.134.609-60,101866,22748.88
Kevin Costela,781.950.346-75,101867,49394.22
Dr. Marcos Vinicius da Costa,184.307.962-31,101868,31457.98
Dra. Isabella Dias,961.740.235-16,101869,39810.24
Raquel Ramos,297.514.638-82,101870,25182.86
Sr. Matheus Cardoso,152.849.073-88,101871,26669.22
Daniela da Mata,325.416.987-55,101872,8181.71
Yuri Novaes,680.471.523-35,101873,13802.72
Dra. Nina da Paz,539.476.180-93,101874,22764.86
Bruno Pires,269.574.081-67,101875,46070.85
Pietro Viana,469.870.132-50,101876,43212.23
Marcos Vinicius das Neves,324.568.097-00,101877,45026.78
Dr. Benjamin Duarte,251.367.098-12,101878,40027.18
Natália Cardoso,250.896.437-92,101879,20258.95
Clara Farias,680.931.724-40,101880,48822.99
Thiago Lopes,725.309.184-14,101881,30143.86
Maitê Cardoso,273.096.815-68,101882,43379.18
Emanuelly Alves,493.207.185-04,101883,35832.78
Carolina Peixoto,496.280.731-50,101884,39693.88
Isaac Novaes,029.836.571-59,101885,23478.4
Thomas Lima,298.076.531-77,101886,19332.91
Luana Azevedo,814.065.723-90,101887,35526.49
Alice Cardoso,579.618.402-49,101888,15149.85
Maria Alice Martins,432.769.058-92,101889,41156.98
Kevin da Rosa,928.605.734-29,101890,11194.21
Lavínia Novaes,579.810.243-23,101891,34348.87
Sr. Luiz Miguel Silva,125.736.804-44,101892,11919.12
Joaquim Lopes,147.286.039-03,101893,45841.07
Pietra Rodrigues,351.467.892-82,101894,39552.5
Sr. Luiz Otávio Vieira,078.254.396-00,101895,1445.32
Amanda Sales,592.873.461-19,101896,26718.79
Isaac Cardoso,019.365.784-84,101897,28004.87
Dra. Brenda Costa,185.702.436-26,101898,15716.86
Dra. Isabella Oliveira,420.893.615-06,101899,45526.07
Alice Teixeira,976.834.125-46,101900,41151.21
Pedro Miguel Carvalho,352.496.180-06,101901,36616.63
Vitória Moreira,327.469.051-16,101902,36909.82
Ana Júlia Pereira,210.638.745-80,101903,43952.19
Isaac da Cunha,975.840.623-00,101904,23967.03
Fernando Nunes,413.568.092-51,101905,11422.91
Alícia Ferreira,492.567.301-70,101906,8615.4
Luna Lopes,786.524.139-91,101907,5703.96
Bárbara da Cunha,895.713.062-40,101908,21956.37
Nina da Rocha,802.975.163-02,101909,35732.14
Melissa Souza,348.291.670-50,101910,1712.57
Renan Melo,329.071.684-87,101911,5144.2
Lorenzo Ferreira,185.096.347-93,101912,46524.4
Ana Lívia Carvalho,893.506.124-70,101913,16680.08
Vitória das Neves,561.492.038-24,101914,35501.05
Benjamin da Mota,128.475.396-46,101915,34819.45
Benjamin Costa,903.751.624-61,101916,10441.84
Dr. Vitor Hugo Moura,203.645.179-99,101917,45960.48
Marina Freitas,964.203.158-24,101918,3246.24
Dr. Luiz Otávio Gonçalves,482.957.163-28,101919,41199.15
Juliana Correia,468.320.197-69,101920,9373.39
Anthony Viana,972.310.568-30,101921,22998.94
Carlos Eduardo Duarte,108.342.569-24,101922,16923.12
Carlos Eduardo Nogueira,536.201.847-71,101923,25321.92
Caroline Ferreira,190.574.832-97,101924,119.77
Isabella Barros,847.520.169-58,101925,30668.2
Daniela Carvalho,813.749.502-97,101926,200.41
Dr. Calebe Caldeira,564.137.920-43,101927,24750.25
Eloah Melo,192.073.584-41,101928,3899.11
Letícia Pereira,861.725.409-20,101929,13741.82
Helena Ferreira,071.348.692-96,101930,39268.41
Camila Lima,028.793.465-92,101931,3727.78
Vitor Gabriel Souza,790.362.584-56,101932,49953.16
Sra. Bruna Silveira,782.159.463-64,101933,18362.33
Marcos Vinicius da Cruz,724.619.035-06,101934,17230.36
Bruna Nascimento,819.057.463-93,101935,40305.87
Sr. Lorenzo Souza,308.965.724-47,101936,31337.05
Bernardo Moura,591.486.023-70,101937,12202.76
Leonardo Fernandes,405.731.982-41,101938,42372.97
Sra. Gabriela Nunes,692.385.071-12,101939,1312.76
Marina Cardoso,243.809.567-92,101940,41454.67
Sabrina Castro,973.865.140-93,101941,8171.69
Elisa das Neves,251.437.698-09,101942,26845.77
Mirella Costa,386.952.104-05,101943,46238.79
Ana Luiza Barbosa,685.043.972-38,101944,4826.1
Daniel Ferreira,170.258.436-44,101945,277.73
Sabrina Pires,248.769.503-00,101946,45895.93
Cecília Jesus,354.807.962-83,101947,20040.99
Luiz Henrique da Rosa,756.392.108-77,101948,32943.98
Julia Melo,621.087.534-35,101949,11914.46
Dr. Luiz Miguel Martins,361.450.879-00,101950,46113.51
Vitor Gabriel Cavalcanti,894.017.365-10,101951,36206.86
Sofia da Mata,974.583.602-83,101952,2227.32
Pedro Ramos,127.836.540-08,101953,15297.86
Joaquim da Luz,247.801.963-96,101954,48891.64
Nicolas Cunha,841.206.935-89,101955,145.66
Dr. Pedro Rodrigues,183.469.702-69,101956,43302.45
Lucas Gabriel Lopes,173.869.425-91,101957,1983.2
Sophie da Mata,381.604.529-42,101958,40578.79
Sr. Gabriel da Luz,901.462.857-94,101959,21918.39
Isaac Peixoto,397.142.068-04,101960,10649.03
Maria Eduarda Lima,645.831.927-46,101961,45238.6
Sr. João Felipe Pinto,560.791.283-30,101962,42944.62
Yago Pereira,967.235.104-61,101963,48060.42
Eduarda Ferreira,678.195.234-09,101964,38617.35
Ana Júlia da Mota,462.905.187-20,101965,46022.06
Theo Ferreira,482.671.530-71,101966,14677.55
Eduarda Mendes,469.523.187-55,101967,25589.73
Gabrielly Sales,814.506.723-53,101968,29503.51
Vitória Nogueira,935.064.271-99,101969,10015.17
João Felipe Almeida,419.273.056-16,101970,20097.94
Mariana Alves,589.402.163-42,101971,15980.26
Srta. Maria Vitória Correia,317.589.420-88,101972,27182.57
Camila Souza,531.928.640-60,101973,36610.33
Lorenzo Campos,437.685.921-46,101974,49769.12
Maria Eduarda Aragão,263.507.194-25,101975,43762.58
Ana Sales,764.058.312-80,101976,44941.85
Maria Eduarda Costela,892.540.136-33,101977,12890.03
Gustavo Henrique Jesus,098.613.457-01,101978,18624.79
Luiza Lopes,154.903.287-97,101979,46485.17
Theo Rocha,198.726.045-76,101980,27230.5
Bianca Moreira,375.102.694-07,101981,40968.01
Matheus Dias,532.769.410-07,101982,2400.67
Maria Julia da Conceição,980.472.651-30,101983,23975.1
João Felipe Lopes,471.039.265-06,101984,1183.26
Juan Porto,305.986.247-83,101985,15976.58
Pedro Souza,134.695.280-98,101986,42831.93
Sr. Carlos Eduardo Duarte,905.243.867-65,101987,3211.58
Srta. Lara Correia,354.201.986-06,101988,14764.41
Ana Ramos,523.096.487-10,101989,3337.9
Lucas Gabriel Dias,791.462.380-69,101990,8157.2
Isadora Campos,760.825.431-90,101991,1717.53
Antônio Mendes,786.329.015-59,101992,2951.98
Guilherme da Rosa,320.498.156-89,101993,24366.01
Lorenzo Barbosa,826.719.504-11,101994,29753.61
Vitória da Rocha,384.190.276-69,101995,13151.77
Dr. Carlos Eduardo Correia,407.235.691-34,101996,20820.54
Rebeca Teixeira,139.546.207-07,101997,36736.48
Igor Santos,358.412.760-26,101998,27270.17
Vitória Carvalho,457.901.386-75,101999,45634.61
Carlos Eduardo Pinto,519.468.072-49,102000,43971.96
Rebeca Cardoso,189.047.352-97,102001,32635.39
Juan Silveira,308.279.164-69,102002,7751.34
Davi Lucas Gonçalves,584.619.320-05,102003,43166.68
Alexandre Moraes,248.579.036-10,102004,42979.92
Diego Rezende,341.598.260-24,102005,39848.99
Lorenzo Martins,492.358.670-29,102006,40087.61
Joana Alves,597.023.618-77,102007,37101.13
Eduarda Carvalho,863.712.450-07,102008,12608.37
Ryan da Rosa,389.701.425-41,102009,13679.59
Eduardo da Mata,614.092.735-80,102010,15361.41
Enrico Viana,685.907.341-10,102011,17070.46
Anthony da Conceição,485.367.019-00,102012,21517.84
Vicente Campos,726.104.958-11,102013,38344.8
Juliana Melo,154.289.603-70,102014,31936.59
Caroline Monteiro,340.827.196-87,102015,22752.49
Leandro Moraes,871.540.639-39,102016,32688.52
Bryan da Costa,365.418.927-09,102017,14649.11
Paulo Mendes,905.124.678-11,102018,44745.64
Catarina Pires,967.240.385-29,102019,7135.83
Sra. Larissa Ramos,901.347.582-50,102020,47851.69
Levi Pinto,435.720.986-29,102021,35424.42
Carlos Eduardo Campos,726.138.540-90,102022,23612.99
Kaique Novaes,974.825.013-04,102023,45050.94
Sra. Yasmin da Luz,502.678.491-76,102024,28917.33
Felipe Silva,810.674.523-62,102025,42326.1
Lucas Jesus,695.230.714-16,102026,4135.53
Maria Julia Freitas,145.890.273-05,102027,41731.72
Sra. Isabella da Conceição,940.517.263-80,102028,24345.05
Maria Eduarda Pinto,584.207.631-44,102029,31839.02
Dr. Lucca Ramos,903.612.847-13,102030,19962.8
Nicole Costela,487.190.236-69,102031,27153.84
Sr. Vinicius Nascimento,792.310.684-31,102032,41774.85
Maitê Gonçalves,173.948.652-82,102033,25095.97
Lavínia Silveira,859.713.406-20,102034,955.68
Vitor Gabriel Nascimento,925.740.186-30,102035,34396.72
João Pedro Jesus,913.450.267-06,102036,44025.43
Ana Júlia da Rocha,684.391.570-10,102037,27717.22
Sr. Pedro Lucas Cardoso,413.957.860-20,102038,118.8
Sarah Cardoso,970.231.458-50,102039,44649.41
Sr. Francisco Rocha,721.609.843-96,102040,12778.52
Cecília Cardoso,054.126.983-60,102041,15363.49
Ana Vitória Martins,741.302.569-80,102042,12991.62
Gustavo Melo,106.745.389-00,102043,13910.68
Luiz Fernando Pinto,501.967.482-67,102044,37369.44
Joana da Conceição,598.743.061-57,102045,37952.39
João Vitor Jesus,390.651.728-40,102046,3742.62
Vinicius Cunha,320.189.675-68,102047,10311.51
Mariana Fogaça,245.073.168-71,102048,47039.12
Olivia da Rosa,617.429.580-01,102049,43514.94
Carlos Eduardo Vieira,923.571.604-70,102050,306.15
Isabel Farias,165.394.028-05,102051,13708.16
Sra. Alexia Barros,927.845.103-79,102052,16139.78
Eloah Costa,417.086.952-49,102053,36166.44
Cauã Azevedo,029.783.514-97,102054,4893.66
Miguel Viana,317.948.256-73,102055,25466.84
Guilherme Caldeira,013.562.897-03,102056,26804.76
Maitê Lima,285.476.319-09,102057,16932.15
Giovanna Cardoso,970.381.256-21,102058,49053.13
Maria Fernanda Nunes,297.453.086-92,102059,30691.3
Brenda das Neves,768.452.031-80,102060,7776.27
Sr. Davi Lucca Rodrigues,432.860.197-04,102061,31533.89
Ana Beatriz Correia,713.048.526-44,102062,7343.13
Sophie Nogueira,862.159.034-42,102063,4268.46
Isadora Nunes,376.405.829-38,102064,46709.86
Ian Novaes,014.258.693-51,102065,3035.66
Valentina Costa,072.193.684-96,102066,38905.13
Julia Moura,657.021.493-43,102067,32347.27
Joana da Costa,497.130.625-07,102068,33982.4
Thales Azevedo,067.125.398-03,102069,35155.64
Arthur Melo,502.179.684-49,102070,44666.57
Marina Moreira,853.620.419-24,102071,206.94
Dr. Augusto Moreira,487.052.619-02,102072,423.49
Leandro Souza,475.039.861-66,102073,4308.55
Rodrigo Caldeira,821.036.759-59,102074,7773.85
Yasmin Cardoso,350.782.619-40,102075,35656.44
Vitória Rezende,498.760.512-02,102076,3470.1
Luiza Moura,723.096.814-31,102077,22412.64
Milena Moreira,391.652.078-40,102078,40321.23
Levi Vieira,704.362.915-25,102079,26891.51
Pietra Almeida,291.548.703-05,102080,8059.5
João Guilherme Costela,528.407.139-50,102081,8649.36
Sofia Silva,280.947.516-49,102082,10278.77
Sra. Lorena Campos,823.475.601-07,102083,23885.09
Maria Cecília Cavalcanti,417.205.986-49,102084,16904.53
Bruna Carvalho,405.297.631-25,102085,15581.93
Antônio da Mota,240.971.853-14,102086,26081.28
João Miguel Freitas,028.365.197-03,102087,1286.05
Heitor Duarte,520.734.619-99,102088,31706.63
Maria Clara Silva,325.904.786-74,102089,12586.26
Enzo Gabriel Nunes,278.640.913-69,102090,12749.73
Ana Carolina Nascimento,092.764.138-04,102091,48797.46
Leandro Rocha,735.964.201-99,102092,25695.25
Lorena Alves,075.614.823-53,102093,12644.5
Dra. Luana Rodrigues,529.640.138-70,102094,47154.07
Ana Julia Correia,869.410.537-39,102095,37672.48
Sr. Vitor Gabriel Rezende,217.056.893-02,102096,9933.8
Natália Farias,039.127.865-77,102097,38771.95
Lavínia da Mata,398.102.465-60,102098,2109.52
Isadora Cardoso,567.283.419-19,102099,17717.25
Letícia Barros,342.561.987-09,102100,32280.63
Lorenzo Nunes,821.704.563-17,102101,3845.03
Sr. Davi Luiz da Conceição,814.673.520-71,102102,35892.38
Sra. Mariana Pinto,923.504.178-32,102103,22417.75
Luna Freitas,159.472.630-25,102104,24681.16
Dra. Letícia Pires,085.172.349-79,102105,4075.22
Ana Laura Azevedo,072.489.563-92,102106,19799.88
Clara Campos,934.687.210-13,102107,28265.39
Isis Almeida,193.605.428-06,102108,20277.82
Mirella da Conceição,310.529.468-60,102109,31837.59
Carlos Eduardo Costela,691.527.308-59,102110,3940.01
Mirella Silva,395.028.416-89,102111,32265.89
Luiz Felipe Aragão,650.129.387-12,102112,30678.39
Isabel Cardoso,315.796.024-52,102113,6226.62
Dr. Samuel Teixeira,984.315.670-66,102114,16550.2
Nathan Monteiro,326.917.408-03,102115,12750.03
Sra. Milena Lopes,573.941.802-04,102116,47563.35
Vitor Gabriel Rodrigues,564.137.290-07,102117,49963.88
Pietro Aragão,021.794.638-04,102118,29553.82
Luiz Otávio Nogueira,813.042.756-71,102119,16161.14
Clara Almeida,413.582.907-41,102120,8140.91
Paulo Nunes,713.260.894-04,102121,29010.72
Emilly Duarte,951.862.073-30,102122,16664.41
Nina da Conceição,598.761.034-66,102123,18239.25
Ana Beatriz Melo,419.236.875-73,102124,16189.05
Letícia Araújo,152.704.689-30,102125,43141.97
Gustavo Costela,614.509.873-20,102126,36411.07
Noah Farias,038.516.927-21,102127,31738.85
Esther da Mata,048.257.169-11,102128,3773.39
Juan Barros,452.017.369-80,102129,42002.14
João Guilherme Pereira,142.706.895-01,102130,39784.43
Thiago Martins,739.468.152-19,102131,26096.6
Stella Costela,293.678.541-37,102132,19224.74
Isabella Cardoso,681.573.420-07,102133,40845.01
Theo Farias,146.972.508-85,102134,19194.3
Maria Vitória Gonçalves,916.278.340-87,102135,35567.83
Sra. Giovanna Fernandes,019.586.247-30,102136,3352.38
Emilly da Conceição,709.436.158-01,102137,3189.22
Danilo Melo,625.301.849-33,102138,3547.33
Dra. Brenda Costa,903.671.485-01,102139,15611.75
Letícia Azevedo,523.697.148-91,102140,22636.11
Gustavo Pires,948.612.503-15,102141,339.16
Júlia da Conceição,018.367.425-17,102142,26440.8
Guilherme Martins,475.093.261-25,102143,6718.51
Maria Alice Aragão,982.031.745-23,102144,47169.03
Eloah Gomes,843.702.691-13,102145,16119.44
Sr. Davi Cavalcanti,701.823.695-95,102146,16654.76
Vitor Gabriel Fernandes,253.178.609-03,102147,47780.31
Marcos Vinicius Pinto,510.932.487-50,102148,20899.36
Valentina Moura,049.351.682-42,102149,25716.92
Olivia Martins,291.308.674-87,102150,1305.86
Emanuel Nunes,483.925.710-88,102151,2300.95
Srta. Emanuelly da Rocha,871.692.304-96,102152,46668.43
Otávio Nogueira,915.642.780-85,102153,16581.39
Sofia Gomes,209.437.168-96,102154,11822.93
Ana Julia Teixeira,307.615.489-39,102155,47258.57
Alícia Pinto,642.580.713-07,102156,13280.47
Dra. Maria Vieira,137.654.982-46,102157,3330.27
Dra. Julia Sales,405.287.169-30,102158,43038.48
Paulo Ferreira,587.306.942-56,102159,38467.14
Mirella Lopes,017.248.396-40,102160,33591.62
Fernanda Lopes,463.102.758-44,102161,2808.75
Ana Lívia Dias,408.597.613-39,102162,30210.8
Breno Barros,206.417.359-52,102163,22463.43
Yasmin Teixeira,460.318.279-13,102164,41569.89
Sabrina Costa,951.284.760-49,102165,33423.14
Lucas Pires,086.195.437-84,102166,5878.3
Rebeca Castro,715.908.246-01,102167,25829.97
Pedro Ribeiro,607.948.125-11,102168,45297.28
Eloah da Cunha,329.507.864-56,102169,17814.07
João Gabriel Gonçalves,892.140.653-06,102170,24558.82
Clarice Melo,854.239.016-42,102171,35285.82
Augusto Barbosa,728.963.041-69,102172,24450.21
Bárbara Alves,104.978.356-57,102173,8708.02
Heloísa Castro,729.146.850-76,102174,14018.25
Julia da Rosa,106.792.435-34,102175,31037.86
Cauê Lima,054.879.136-84,102176,6018.17
Kevin da Costa,857.019.264-94,102177,42821.61
Paulo Ribeiro,573.062.894-38,102178,5411.77
Sra. Nicole Nogueira,734.269.158-55,102179,5435.59
Luiza Melo,369.702.458-29,102180,36577.86
Sr. Vitor Gabriel Rocha,681.342.507-26,102181,49701.11
Agatha Porto,694.208.157-49,102182,9329.07
Anthony Costa,418.253.709-23,102183,4183.4
João Gabriel Barbosa,261.835.790-68,102184,24768.7
Alana Pereira,715.809.423-50,102185,15264.92
Caio da Luz,716.598.032-68,102186,38819.58
Miguel Rocha,601.945.723-07,102187,27932.95
Lucas Santos,678.935.140-00,102188,48458.04
Pedro Henrique Teixeira,710.529.468-01,102189,34747.63
Enrico da Cruz,126.954.783-64,102190,20344.38
Vitória Correia,398.645.721-64,102191,24647.51
Maria Luiza Peixoto,480.365.217-17,102192,21118.4
Srta. Isabelly Correia,698.570.213-95,102193,1941.74
Sr. Luiz Fernando Almeida,684.903.572-00,102194,45134.67
Sr. Noah Lima,403.267.981-96,102195,16253.97
Gabriela Barros,284.310.957-41,102196,11236.27
Cecília Ferreira,601.485.927-67,102197,47205.3
Sra. Olivia Viana,043.765.198-39,102198,45576.83
Bryan Pires,874.632.519-00,102199,27793.2
Valentina da Costa,137.254.609-06,102200,30038.55
Emanuelly Pires,471.395.268-00,102201,3787.64
Ana Júlia Azevedo,178.546.902-94,102202,2758.08
Enrico Ramos,594.712.806-30,102203,37599.37
Luiza Costa,145.920.867-67,102204,46137.35
Heitor Viana,635.417.029-07,102205,37256.68
Maria Clara da Costa,786.934.125-82,102206,42605.65
Ana Luiza Martins,206.597.143-61,102207,41267.46
Catarina Cardoso,120.938.645-33,102208,34615.46
Enzo Monteiro,329.756.148-37,102209,1120.91
Maria Luiza Pires,568.079.214-11,102210,18424.55
Leonardo da Mota,860.735.942-83,102211,31355.62
Letícia Gonçalves,372.459.018-05,102212,27082.09
Miguel Mendes,078.925.314-32,102213,4856.39
Kevin Duarte,064.782.531-71,102214,16617.01
Mariana Mendes,859.426.107-11,102215,1560.38
Nathan Alves,495.267.103-80,102216,40057.72
Maria Vitória Ferreira,279.354.108-79,102217,22726.4
Heitor Souza,917.320.458-79,102218,8055.17
João Vitor da Conceição,523.467.810-53,102219,40735.5
Maria Sophia Lopes,605.382.497-65,102220,45638.92
Dra. Marina Pinto,845.739.021-04,102221,42514.07
Luiz Miguel da Paz,523.901.768-95,102222,28342.55
Srta. Eduarda Monteiro,945.130.687-01,102223,4074.57
Maria Vitória Viana,813.406.972-03,102224,14253.62
Lara Rodrigues,206.359.184-98,102225,7200.26
Dr. Rafael Moreira,736.415.029-34,102226,7081.38
Júlia Alves,045.263.189-06,102227,10668.46
Ana Julia Cardoso,053.287.164-26,102228,6598.34
Larissa Ferreira,543.279.086-65,102229,6250.04
Cecília da Mota,685.491.703-48,102230,29032.8
Rafael Sales,748.219.063-50,102231,27277.91
Enzo da Paz,138.749.250-05,102232,43476.6
Sophia Porto,142.685.307-62,102233,29787.11
Sra. Ana Souza,073.846.521-62,102234,25018.2
Benjamin da Costa,028.674.591-76,102235,28226.41
Bianca Barros,426.870.935-56,102236,10796.54
Cecília Monteiro,618.352.749-19,102237,12846.47
Joaquim Costela,896.573.401-01,102238,33743.65
Marcelo da Costa,197.023.586-12,102239,24411.92
Sr. Henrique Cardoso,194.052.863-15,102240,1519.14
Yuri Nascimento,854.236.170-90,102241,27411.87
Nicolas Mendes,732.496.850-38,102242,13903.33
Srta. Maria Eduarda Cunha,579.823.640-47,102243,37026.64
Dra. Rebeca Santos,318.576.294-00,102244,15574.94
